Order_ID,Customer_ID,Product_Category,Purchase_Date,Return_Date,Revenue,Unit_Sold,Status
ORD-142128,CUST-3329,Home & Garden,5/4/2024,,1740,5,Shipped
ORD-114171,CUST-0083,Sports,5/15/2025,,345,5,Shipped
ORD-103733,CUST-5123,Clothing,2/12/2026,2/27/2026,264,3,Returned
ORD-107882,CUST-2711,Electronics,2/16/2025,,954,3,Shipped
ORD-106017,CUST-1196,Clothing,4/19/2024,,176,2,Shipped
ORD-123030,CUST-7247,Home & Garden,9/29/2024,9/28/2024,507,3,Returned
ORD-135474,CUST-1761,Electronics,2/23/2026,3/26/2026,3920,2,Returned
ORD-108130,CUST-3640,Sports,5/27/2025,,1405,5,Pending
ORD-104818,CUST-1202,Electronics,10/5/2024,10/19/2024,2466,3,Returned
ORD-141694,CUST-7320,Clothing,6/23/2025,,100,4,Shipped
ORD-112008,CUST-4662,Home & Garden,3/1/2026,3/10/2026,788,2,Returned
ORD-141328,CUST-6982,Sports,6/6/2025,7/14/2025,9216 NTD,1,Returned
ORD-109507,CUST-6799,Sports,10/28/2025,,1108,4,Pending
ORD-144799,CUST-3961,Home & Garden,6/14/2025,,712,2,Shipped
ORD-134063,CUST-1583,Home & Garden,4/9/2026,,11072 NTD,1,Shipped
ORD-127475,CUST-6026,Toys,10/26/2025,,174,2,Shipped
ORD-131144,CUST-0807,Toys,4/2/2025,,81,3,Shipped
ORD-121236,CUST-2359,Electronics,10/20/2024,,5055,3,Shipped
ORD-101391,CUST-6414,Clothing,1/8/2025,,164,2,Shipped
ORD-138250,CUST-1500,Electronics,8/20/2025,,1330,1,Shipped
ORD-137625,CUST-7411,Sports,12/7/2025,,7136 NTD,1,Shipped
ORD-142029,CUST-5744,Sports,6/12/2025,,192,1,Shipped
ORD-120835,CUST-3175,Home & Garden,5/20/2024,4/24/2024,576,3,Returned
ORD-114758,CUST-4457,Toys,11/8/2025,,159,3,Shipped
ORD-126397,CUST-3695,Clothing,5/10/2025,,308,4,Shipped
ORD-106809,CUST-3532,Sports,9/15/2024,,102,3,Shipped
ORD-109226,CUST-5654,Toys,12/22/2025,1/24/2026,3840 NTD,4,Returned
ORD-113554,CUST-5508,Clothing,3/14/2025,,94,1,Pending
ORD-105396,CUST-7881,Clothing,12/11/2025,1/6/2026,210,3,Returned
ORD-106944,CUST-7642,Home & Garden,8/14/2024,,20320 NTD,5,Shipped
ORD-123871,CUST-7546,Electronics,8/10/2024,,3411,3,Shipped
ORD-132493,CUST-3731,Clothing,9/24/2025,,108,1,Shipped
ORD-136346,CUST-5425,Electronics,6/18/2025,,3926,2,Shipped
ORD-110756,CUST-3625,Home & Garden,2/19/2026,,203,1,Shipped
ORD-112302,CUST-7004,Toys,7/25/2024,,106,2,Shipped
ORD-125704,CUST-4487,Home & Garden,12/31/2025,,150,1,Pending
ORD-142746,CUST-2130,Toys,12/3/2024,1/9/2025,184,4,Returned
ORD-129090,CUST-3683,Home & Garden,8/28/2024,,$684.00 ,3,Shipped
ORD-144713,CUST-1878,Sports,11/14/2025,,236,2,Shipped
ORD-114344,CUST-6379,Home & Garden,3/29/2025,,504,2,Shipped
ORD-138173,CUST-2943,Clothing,7/16/2025,8/11/2025,216,3,Returned
ORD-105072,CUST-7382,Clothing,7/1/2024,,158,2,Shipped
ORD-124122,CUST-1481,Sports,4/26/2025,,$180.00 ,4,Shipped
ORD-101482,CUST-7043,Sports,10/19/2024,,96,1,Pending
ORD-117821,CUST-6875,Sports,9/29/2025,11/6/2025,266,1,Returned
ORD-101123,CUST-6234,Clothing,11/16/2024,,444,3,Shipped
ORD-111265,CUST-6864,Sports,7/8/2025,,1110,5,Shipped
ORD-130580,CUST-7222,Sports,3/10/2026,,1180,4,Shipped
ORD-145465,CUST-2000,Home & Garden,7/5/2024,,255,3,Shipped
ORD-117831,CUST-6398,Clothing,1/24/2025,,49,1,Pending
ORD-143045,CUST-3079,Clothing,11/23/2025,,376,4,Pending
ORD-115657,CUST-1007,Home & Garden,3/21/2026,5/18/2026,195,3,Returned
ORD-101901,CUST-5110,Clothing,10/19/2024,,59,1,Shipped
ORD-100148,CUST-0010,Toys,3/24/2026,,34,1,Shipped
ORD-129643,CUST-2945,Sports,4/16/2024,,1335,5,Shipped
ORD-103212,CUST-4890,Toys,12/1/2024,1/16/2025,100,4,Returned
ORD-143851,CUST-1036,Home & Garden,6/1/2024,,468,3,Shipped
ORD-102355,CUST-5712,Home & Garden,11/7/2025,,73280 NTD,5,Shipped
ORD-131521,CUST-6037,Electronics,6/9/2024,,21536 NTD,1,Shipped
ORD-142584,CUST-2017,Clothing,11/18/2024,,9216 NTD,4,Shipped
ORD-143338,CUST-4944,Toys,6/19/2024,,54,2,Shipped
ORD-145285,CUST-6565,Toys,1/8/2025,,30,2,Shipped
ORD-146957,CUST-7383,Sports,7/19/2025,,525,3,Shipped
ORD-129086,CUST-0616,Clothing,6/19/2024,,145,5,Pending
ORD-136586,CUST-5935,Home & Garden,8/19/2025,,435,1,Shipped
ORD-110466,CUST-6172,Clothing,4/27/2024,,245,5,Shipped
ORD-107822,CUST-4367,Home & Garden,1/12/2025,,124,2,Shipped
ORD-107206,CUST-5620,Clothing,12/6/2024,,264,3,Cancelled
ORD-106414,CUST-4626,Toys,4/2/2025,3/6/2025,26,1,Returned
ORD-134047,CUST-4377,Home & Garden,1/18/2026,,5376 NTD,2,Shipped
ORD-112729,CUST-4569,Sports,10/17/2024,,732,3,Shipped
ORD-106926,CUST-2235,Sports,9/9/2025,,7296 NTD,4,Shipped
ORD-127996,CUST-4098,Toys,3/11/2025,4/11/2025,5376 NTD,4,Returned
ORD-137613,CUST-0787,Electronics,9/15/2024,,59680 NTD,1,Shipped
ORD-139484,CUST-2559,Clothing,3/16/2025,,$188.00 ,2,Shipped
ORD-103017,CUST-5068,Electronics,5/5/2024,,125824 NTD,4,Shipped
ORD-101641,CUST-2405,Home & Garden,8/23/2024,,1255,5,Shipped
ORD-108884,CUST-5867,Home & Garden,10/4/2025,,32000 NTD,5,Shipped
ORD-137602,CUST-0622,Clothing,4/17/2024,,196,4,Shipped
ORD-112970,CUST-4111,Electronics,7/29/2024,,8965,5,Shipped
ORD-123464,CUST-1311,Electronics,6/10/2025,,3789,3,Shipped
ORD-115758,CUST-3705,Toys,10/2/2024,,3008 NTD,1,Shipped
ORD-144077,CUST-2919,Sports,2/21/2025,4/2/2025,710,5,Returned
ORD-104087,CUST-5811,Toys,11/18/2025,,80,2,Shipped
ORD-100509,CUST-2030,Home & Garden,1/7/2026,,666,2,Shipped
ORD-106355,CUST-0322,Sports,7/28/2024,,458,2,Shipped
ORD-129645,CUST-3106,Toys,3/1/2025,,495,5,Shipped
ORD-120816,CUST-2919,Toys,2/4/2025,,24,2,Shipped
ORD-106235,CUST-1567,Clothing,2/20/2025,,160,4,Shipped
ORD-131990,CUST-5195,Clothing,5/7/2024,5/10/2024,312,3,Returned
ORD-112996,CUST-0485,Sports,10/20/2024,9/24/2024,610,5,Returned
ORD-142502,CUST-1753,Sports,9/17/2025,,13248 NTD,3,Shipped
ORD-138921,CUST-6951,Sports,12/4/2025,1/7/2026,992,4,Returned
ORD-100263,CUST-6426,Sports,7/21/2024,9/3/2024,1275,5,Returned
ORD-107892,CUST-6486,Sports,4/12/2026,,92,1,Shipped
ORD-110528,CUST-0362,Home & Garden,7/31/2024,,306,1,Shipped
ORD-118601,CUST-5551,Electronics,12/6/2025,,9635,5,Shipped
ORD-124115,CUST-2057,Clothing,7/28/2025,,$156.00 ,3,Shipped
ORD-133499,CUST-4951,Home & Garden,2/14/2025,2/28/2025,954,2,Returned
ORD-113472,CUST-0896,Toys,8/18/2025,9/27/2025,138,2,Returned
ORD-131726,CUST-1950,Home & Garden,12/23/2024,1/3/2025,572,2,Returned
ORD-123691,CUST-4497,Electronics,2/25/2025,4/15/2025,61504 NTD,1,Returned
ORD-110558,CUST-6660,Home & Garden,6/21/2024,8/8/2024,110,2,Returned
ORD-106557,CUST-5938,Home & Garden,2/1/2026,,133,1,Shipped
ORD-145578,CUST-2113,Toys,12/8/2025,,276,3,Shipped
ORD-141504,CUST-3921,Clothing,3/19/2025,,254,2,Shipped
ORD-127873,CUST-1126,Home & Garden,3/21/2026,,73440 NTD,5,Shipped
ORD-110811,CUST-5642,Toys,4/4/2025,,304,4,Pending
ORD-138215,CUST-6153,Home & Garden,3/14/2025,,$438.00 ,3,Shipped
ORD-111731,CUST-7549,Electronics,7/15/2025,9/10/2025,819,1,Returned
ORD-127439,CUST-5964,Clothing,12/17/2025,1/25/2026,665,5,Returned
ORD-121780,CUST-7292,Sports,12/23/2024,,14720 NTD,2,Shipped
ORD-134080,CUST-4744,Clothing,9/21/2025,,508,4,Shipped
ORD-122916,CUST-3896,Clothing,5/12/2025,,87,3,Shipped
ORD-108086,CUST-3964,Electronics,10/30/2025,12/17/2025,447,1,Returned
ORD-143468,CUST-4127,Sports,12/26/2024,,1025,5,Cancelled
ORD-114710,CUST-5093,Toys,9/12/2025,,$420.00 ,5,Shipped
ORD-115467,CUST-7476,Electronics,4/22/2025,,1698,1,Shipped
ORD-137173,CUST-1681,Toys,7/19/2025,,465,5,Shipped
ORD-128749,CUST-3011,Toys,7/27/2025,,145,5,Shipped
ORD-103105,CUST-5410,Clothing,2/24/2026,,132,4,Pending
ORD-100709,CUST-6093,Home & Garden,9/10/2025,,1896,4,Shipped
ORD-138386,CUST-5423,Home & Garden,10/22/2025,,886,2,Shipped
ORD-123445,CUST-5960,Home & Garden,7/2/2024,,1870,5,Shipped
ORD-126511,CUST-3343,Clothing,12/24/2024,,184,2,Shipped
ORD-108467,CUST-3169,Electronics,9/4/2024,,1040,4,Shipped
ORD-106231,CUST-0329,Clothing,8/3/2025,,3488 NTD,1,Shipped
ORD-146359,CUST-1076,Sports,4/2/2026,,252,4,Shipped
ORD-139358,CUST-3646,Toys,2/24/2025,,88,4,Shipped
ORD-116387,CUST-0058,Home & Garden,10/25/2025,,"$2,155.00 ",5,Shipped
ORD-134166,CUST-5698,Toys,7/13/2025,8/8/2025,54,3,Returned
ORD-104169,CUST-7487,Toys,4/17/2024,,14240 NTD,5,Shipped
ORD-105804,CUST-1469,Clothing,1/11/2026,,11424 NTD,3,Shipped
ORD-112754,CUST-0552,Electronics,4/28/2024,,803,1,Shipped
ORD-102190,CUST-6786,Electronics,2/14/2025,,7440,5,Shipped
ORD-112188,CUST-2219,Electronics,9/27/2025,,2775,5,Shipped
ORD-131728,CUST-1896,Clothing,11/26/2024,,84,4,Shipped
ORD-119246,CUST-5621,Electronics,5/7/2024,,6910,5,Shipped
